DocumentCopyID,DocumentCopyPropertyValue
70067,ANCAMINE XT Curing Agent
70068,ANCAMIDE 501 Curing Agent
70069,ANCAMINE 2368 Curing Agent
70070,ANCAMIDE 2353 Curing Agent
70071,ANCAMIDE 2349 Curing Agent
70072,ANCAMINE 2334 Curing Agent
70073,ANCAMINE 2264 Curing Agent
70074,ANCAMIDE 220 Curing Agent
70075,ANCAMINE 2205 Curing Agent
70076,ANCAMINE 2167 Curing Agent
70077,ANCAMIDE 2137 Curing Agent
70078,ANCAMINE 2071 Curing Agent
70079,ANCAMIDE 2050 Curing Agent
70080,ANCAMINE 2049 Curing Agent
70081,ANCAMINE 2014AS Curing Agent
70082,ANCAMINE 1922A Curing Agent
70083,ANCAMINE 1916 Curing Agent
70084,ANCAMINE 1895 Curing Agent
70085,ANCAMINE 1856 Curing Agent
70086,ANCAMINE 1770 Curing Agent
70087,ANCAMINE 1769 Curing Agent
70088,DABCO DC5357 SURFACTANT
70089,DABCO NEM Catalyst
70090,DABCO NE210 BLOW Catalyst
70091,DABCO NE600 BALANCED Catalyst
70092,DABCO NE200 BLOW Catalyst
70093,DABCO NE1070 AMINE Catalyst
70094,DABCO NE500 GEL Catalyst
70095,DABCO NE1060 AMINE Catalyst
70096,DABCO MD-45 Catalyst
70099,DABCO K-15 Catalyst
70100,DABCO DEOA-LF Crosslinker
70101,DABCO DMEAA Catalyst
70102,DABCO DMEA Catalyst
70103,DABCO DCI990 SURFACTANT
70105,DABCO DC5604 SURFACTANT
70107,DABCO DC5577 SURFACTANT
70108,DABCO DC5384 SURFACTANT
70109,DABCO B-16 Catalyst
70117,VERSALINK P-650 Oligomeric Diamine
70118,VERSALINK P-250 Oligomeric Diamine
70119,VERSALINK P-1000 Oligomeric Diamine
70120,VERSALINK MCDEA-G Curing Agent
70123,HYBRIDUR 580 Polymer Dispersion
70124,HYBRIDUR 570 Polymer Dispersion
70125,HYBRIDUR 540 Polymer Dispersion
70133,DABCO 8800 Catalyst
70134,DABCO 8154 Catalyst
70138,TOMADOL 1504 SURFACTANT
70139,TOMADOL 1-9 SURFACTANT
70141,TOMADOL 1-73B SURFACTANT
70142,TOMAMINE AO-14-2 SURFACTANT
70143,TOMAMINE E-14-2 SURFACTANT
70145,ANCAMINE T Curing Agent
70146,POLYCAT 30 Catalyst
70148,ANCAMINE 2609 Curing Agent
70149,POLYCAT 36 Catalyst
70150,TOMAMINE EA-Q Surfactant
70151,CARBOWET 106 SURFACTANT
70152,TOMAMINE PA-14 30% ACETATE SURFACTANT
70153,TOMAMINE Acid Foamer SURFACTANT
70154,TOMAMINE DA-1618 SURFACTANT
70155,TOMADOL 23-5 SURFACTANT
70158,TOMADOL 1505 SURFACTANT
70159,DABCO 2039 Catalyst
70160,DABCO EG Catalyst
70161,Mixture of Liquids MG1
70162,DABCO KTM60 Catalyst
70165,DABCO PM300 ADDITIVE
70166,DABCO NE300 Blow Catalyst
70168,DABCO DC5986 SURFACTANT
70170,DABCO 33 LX Catalyst
70171,DABCO DC5987
70172,DABCO BLX11 Polyurethane Catalyst
70173,DABCO DC5179 SURFACTANT
70191,ANCAMIDE 220X70 Curing Agent
70201,"Hexafluoro-1,3-Butadiene"
70212,Trans-LC
70221,Z4MS CVD Precursor
70236,Propylene G32
70237,Methane G20
70240,Halocarbon 116
70271,Ethane
70286,Hydrogen (Refrigerated)
70327,Methane
70329,Propylene
70332,APACHI
70348,Tungsten hexafluoride
70350,Xenon
70351,Tetrafluoromethane
70355,Halocarbon 14
70359,Nitrogen
70360,FRESHLINE Nitrogen
70364,NATURAL GAS
70455,"Sauerstoff,tiefgek¨¹hlt,fl¨¹ssig"
70457,Fluor Spezialgasgemisch
70458,Fluor Spezialgasgemisch
70461,ANCAMINE 2280 H?rter
70462,ANCAMINE 2320 H?rter
70466,ANCAMINE 2432 H?rter
70471,ANCAMIDE 2386 H?rter
70487,ANCAMINE K54 H?rter
70492,EPODIL 748 L?sungsmittel
70493,EPODIL 749 L?sungsmittel
70494,EPODIL 750 L?sungsmittel
70506,SURFYNOL DF-110D Entsch?umer
70508,"Argon,tiefgek¨¹hlt,fl¨¹ssig"
70509,Ammoniakblau
70510,"Ammoniak,wasserfrei"
70512,"Stickstoff,tiefgek¨¹hlt,fl¨¹ssig"
70513,"Wasserstoff,tiefgek¨¹hlt,fl¨¹ssig"
70516,SURFYNOL 104 oberfl?chenaktives Mittel
70518,SURFYNOL 104BC oberfl?chenaktives Mittel
70519,SURFYNOL 104E oberfl?chenaktives Mittel
70520,SURFYNOL 104H oberfl?chenaktives Mittel
70521,SURFYNOL 104PA oberfl?chenaktives Mittel
70523,SURFYNOL 2502 oberfl?chenaktives Mittel
70524,SURFYNOL 420 oberfl?chenaktives Mittel
70561,EnviroGem? 360 oberfl?chenaktives Mittel
70569,ANQUAMINE 721 H?rter
70581,EPILINK 705 H?rter
70583,ANCAMINE 2512 H?rter
70588,ANCAMINE 2608 H?rter
70589,ANCAMINE 2609 H?rter
70592,ANQUAMINE 401 H?rter
70593,EPILINK 660 H?rter
70594,EPILINK 661 H?rter
70595,ANCAMIDE 220X70 H?rter
70597,ANCAMINE 149 H?rter
70600,EPILINK 360 H?rter
70614,ANCAMIDE 220 X 70 H?rter
70621,ANCAMINE 1769 H?rter
70624,ANCAMINE 2014AS H?rter
70631,SURFYNOL 104DPM oberfl?chenaktives Mittel
70632,SURFYNOL 104PG50 oberfl?chenaktives Mittel
70641,SURFYNOL SE-F oberfl?chenaktives Mittel
70671,SURFYNOL DF110C Entsch?umer
70675,DABCO Kristallin.
70678,DABCO DC193 oberfl?chenaktives Mittel
70680,DABCO DC198 oberfl?chenaktives Mittel
70693,DABCO 33 LV Katalysator
70881,Di¨®xido de azufre
70883,OX?GENO MEDICINAL
70884,Ox¨ªgeno l¨ªquido refrigerado
70885,Ox¨ªgeno
70887,Di¨®xido de carbono s¨®lido
70888,Di¨®xido de carbono l¨ªquido refrigerado
70889,Di¨®xido de carbono s¨®lido
70890,Di¨®xido de carbono l¨ªquido refrigerado
70891,Di¨®xido de carbono
70893,Fl¨²or Mezcla de gases especiales.
70894,OX?GENO MEDICINAL
70895,Ox¨ªgeno
70896,DI?XIDO DE CARBONO MEDICINAL
70897,Di¨®xido de carbono
70900,Prot¨®xido de nitr¨®geno
70905,EnviroGem? 360 SURFACTANTE
70912,OX?GENO MEDICINAL
70913,Ox¨ªgeno
70914,Ox¨ªgeno l¨ªquido refrigerado
70917,Cloruro de hidr¨®geno anh¨ªdrido
70918,Hidr¨®geno l¨ªquido refrigerado
70919,Hidr¨®geno
70922,Nitr¨®geno
70923,Nitr¨®geno l¨ªquido refrigerado
70924,Prot¨®xido de nitr¨®geno
70925,Arg¨®n l¨ªquido refrigerado
70926,Arg¨®n
70927,Amoniaco anh¨ªdrido
70969,T¨¦trafluorom¨¦thane
70972,"Gaz liqu¨¦fi¨¦ inflammable, N.S.A.(Trim¨¦thylsilane)"
70976,Oxyg¨¨ne
70978,Oxyg¨¨ne liquide r¨¦frig¨¦r¨¦
70979,Propyl¨¨ne
70984,perfluorocyclopent¨¨ne
70987,M¨¦thane
70998,Oxyg¨¨ne liquide r¨¦frig¨¦r¨¦
70999,Ammoniac anhydre
71003,Oxyg¨¨ne
71006,ANCAMINE 2608 Agent de polym¨¦risation
71007,ANCAMINE 2609 Agent de polym¨¦risation
71015,CUREZOL 2MZ-AZINE UNGD Agent de polym¨¦risation
71016,CUREZOL 2MZ-AZINE 10?M Agent de polym¨¦risation
71045,ANCAMIDE 2353 Agent de polym¨¦risation
71052,IMICURE EMI-24 Agent de polym¨¦risation 90%
71055,Dioxyde de carbone liquide r¨¦frig¨¦r¨¦
71056,Dioxyde de carbone liquide r¨¦frig¨¦r¨¦
71059,Argon liquide r¨¦frig¨¦r¨¦
71060,Hydrog¨¨ne liquide r¨¦frig¨¦r¨¦
71061,Hydrog¨¨ne
71062,Hexafluor¨¦thane comprim¨¦
71063,H¨¦lium
71067,Azote liquide r¨¦frig¨¦r¨¦
71069,PROTOXYDE D'AZOTE (M?LANGE)
71070,Ammoniac bleu
71072,Chlorure d'hydrog¨¨ne anhydre
71078,Tolu¨¨ne
71086,M?LANGE OXYG?NE
71092,EPILINK 660 Agent de polym¨¦risation
71103,EPILINK 360 Agent de polym¨¦risation
71110,ANCAMINE 2280 Agent de polym¨¦risation
71151,EnviroGem? 360 Surfactant
71152,ANCAMINE K54 Agent de polym¨¦risation
71364,EnviroGem? 360 SURFACTANTE
71384,Hexafluoroethane
71385,Dichlorosilane
71387,Ammonia
71388,Sulphur hexafluoride
71390,Nitrous oxide
71391,Nitrogen Trifluoride
71395,Airopak
71396,Trichlorosilane
71398,DABCO Crystalline.
71406,Sulphur hexafluoride
71408,Nitrous oxide
71410,Hexafluoroethane
71411,Hydrogen chloride
71412,Nitrous oxide
71424,Ammonia Blue
71425,Ammonia
71436,EnviroGem? 360 SURFACTANT
71443,Hydrog¨¨ne
71445,H¨¦lium
71448,Deut¨¦rium
71451,Dioxyde de carbone liquide r¨¦frig¨¦r¨¦
71459,Oxyg¨¨ne liquide r¨¦frig¨¦r¨¦
71462,Azote liquide r¨¦frig¨¦r¨¦
71464,M¨¦thane G20
71465,M¨¦thane
71472,Propyl¨¨ne G32
71473,Propyl¨¨ne
71474,Oxyg¨¨ne liquide r¨¦frig¨¦r¨¦
71475,Oxyg¨¨ne
71480,Argon liquide r¨¦frig¨¦r¨¦
71481,Ammoniac bleu
71482,Ammoniac anhydre
71489,Oxyg¨¨ne
71502,"Ammoniak, watervrij"
71503,Ammoniak (blauw)
71546,Hydrog¨¨ne
71547,H¨¦lium
71548,Argon liquide r¨¦frig¨¦r¨¦
71549,Oxyg¨¨ne liquide r¨¦frig¨¦r¨¦
71550,Trans-LC Pr¨¦curseur
71552,Oxyg¨¨ne liquide r¨¦frig¨¦r¨¦
71553,Oxyg¨¨ne
71554,Azote liquide r¨¦frig¨¦r¨¦
71555,Hydrog¨¨ne liquide r¨¦frig¨¦r¨¦
71559,TOMAMINE? EMULSIFIER 300 Surfactant
71560,ANQUAMINE 419 Agent de polym¨¦risation
71563,ANCAMINE 1693 Agent de polym¨¦risation
71564,ANCAMINE 1767 Agent de polym¨¦risation
71565,ANCAMINE 1770 Agent de polym¨¦risation
71567,ANCAMINE 1768 Agent de polym¨¦risation
71568,ANCAMINE 2074 Agent de polym¨¦risation
71569,ANCAMINE 2280 Agent de polym¨¦risation
71570,ANCAMIDE 2582 Agent de polym¨¦risation
71571,ANCAMIDE 507 Agent de polym¨¦risation
71572,ANCAMIDE 801 Agent de polym¨¦risation
71573,SURFYNOL DF-58 Agent d¨¦moussant
71576,IMICURE AMI-2 Agent de polym¨¦risation 99%
71577,CUREZOL C17Z Agent de polym¨¦risation
71578,SUR-WET R Agent de polym¨¦risation
71579,ANCAMINE T-1 Agent de polym¨¦risation
71580,ANCAMINE T Agent de polym¨¦risation
71581,ANCAMIDE 805 Agent de polym¨¦risation
71582,ANCAMIDE 805 CURING AGENT Agent de polym¨¦risation
71583,IMICURE AMI-1 Agent de polym¨¦risation
71586,ANCAMINE 2410-IPA-75 Agent de polym¨¦risation
71587,ANCAMINE 2480 Agent de polym¨¦risation
71588,ANCAMINE 2481 Agent de polym¨¦risation
71589,ANCAMINE 2505 Agent de polym¨¦risation
71590,Trans-LC Precursor
71600,Nitrous oxide
71602,DABCO Crystalline.
71603,DABCO DC 1 Catalyst
71604,DABCO R-8020 Catalyst
71605,DABCO LK? 221 SURFACTANT
71606,DABCO LK? 443 SURFACTANT
71610,EnviroGem? AD01 SURFACTANT
71615,TOMAMINE? AMPHOTERIC 400 SURFACTANT
71616,TOMAMINE? AMPHOTERIC L SURFACTANT
71617,TOMAMINE? EMULSIFIER FOUR SURFACTANT
71619,TOMAMINE? EMULSIFIER FOUR HF SURFACTANT
71621,DABCO TMR Catalyst
71622,DABCO TMR-2 Catalyst
71623,DABCO 33 LV Catalyst
71624,DABCO DC 2 Catalyst
71648,SURFYNOL CT-141 DISPERSANT
71657,ANCAMINE 2678 Curing Agent
71658,TOMAMINE? AMPHOTERIC SC SURFACTANT
71659,TOMAMINE? EMULSIFIER 300 SURFACTANT
71660,EnviroGem? 360 SURFACTANT
71662,DABCO WT Catalyst
71665,DABCO CL420 Liquid?Crosslinking?Additive
71672,Hydrogen chloride
71673,Hexafluoroethane
71678,Nitrogen Trifluoride
71679,Nitrous oxide
71680,Ammonia
71681,Ammonia Blue
71732,DYNOL 607 Surfactant
71745,DABCO CRYSTALLINE Kristallin.
71805,DABCO CRYSTALLINE Crystalline.
71860,Propan
71863,Propano
71864,Propane
71898,Propane
71904,Dicyclohexylamine
71905,POLYCAT 31 Catalyst
71973,TEB
71974,TEOS
71975,TEPO
71996,POCL3
72146,TEB
72147,TEOS
72281,TX-54
72286,RC CATALYST 6099
72290,TMB
72292,TICL4
72294,TEOS
72295,TEB
72299,BBR3
72303,Sunmide 353N
72305,PACM-2M
72310,RC CATALYST 6099
72322,POCL3
72340,Propane
72350,Trifluormethaan (Koelgas R 23)
72351,Halocarbon 23
72358,TEOS
72360,EA
72371,POCL3
72372,TEOS
72373,TMPI
72376,Addocat 105A Catalyst
72378,RC CATALYST 6099
72380,DH
72382,DH-S
72383,SURFYNOL? MB ADDITIVE
72384,TX-54
72387,DBU
72388,PACM-2M
72389,TX-89
72390,AMINE HH
72392,TEOS
72403,BTBAS
72412,TDMAT
72449,Tetrafluoromethane
72507,TX-54
72508,TX-54
72512,TX-54
72543,Propaan
72553,Mezcla de gases. NOXAP800
72554,Mezcla de gases. NOXAP200
72556,Trifluoruro de Nitr¨®geno
72584,M¨¦lange gazeux NOXAP200
72587,Gas mengsel NOXAP800
72590,Vzduch
72596,Gasgemisch NOXAP200
72604,M¨¦lange gazeux NOXAP800
72605,M¨¦lange gazeux NOXAP200
72641,ANCAMINE 1799 Curing Agent
72642,POCL3
72684,EPODIL LV5 Diluent
72685,EPODIL LV10 Diluent
72689,DABCO NE350 Blow Catalyst
72690,DABCO NE330 Blow Catalyst
72694,Propan
72697,Kysl¨ªk
72703,Chlor
72712,Vzduch syntetick?
72714,Fluorid s¨ªrov?
72716,Propylen
72719,Kysl¨ªk
72721,Hexafluretan
72722,Vod¨ªk
72724,Chlorovod¨ªk
72726,Dus¨ªk
72816,TDMAT
72817,TEPO
72818,BTBAS
72819,ACT 930 Remover/Resist Stripper
72820,ACT 935 UP Remover/Resist Stripper
72832,ANCAMINE 2450 Agent de polym¨¦risation
72988,HYBRIDUR 875 Polymer Dispersion
72996,ANCAMINE 2557 Curing Agent
73000,TOMAMINE AO-455 SURFACTANT
73002,TOMADOL 45-7 SURFACTANT
73003,TOMAMINE PA-1214 SURFACTANT
73017,Phosphorwasserstoff (Phosphin)
73048,AIR
73052,ANCAMINE 2605 Curative
73053,ANCAMINE 2605 Curative
73126,ANCAMINE 2450 Curing Agent
73146,Fl¨²or Mezcla de gases especiales.
73197,ANCAMINE 2616 Curing Agent
73198,ANCAMINE 2661 Curing Agent
73290,Propane G31
73295,Propane G31
73296,Propaan G31
73300,AMICURE DAMDA Curing Agent
73302,TOMADOL 25-7 SURFACTANT
73303,TOMADOL 1-5 SURFACTANT
73306,TOMADOL 25-9 SURFACTANT
73385,ACT 915A Remover/Resist Stripper
73390,CARBOWET 144 SURFACTANT
73391,CARBOWET 76 SURFACTANT
73392,CARBOWET 125 SURFACTANT
73450,ANCAMINE 2616 Agent de polym¨¦risation
73451,ACT XT-1100 Remover
73452,ACT 412 Resist Stripper
73453,POLYCAT 19 Catalyst
73473,ASTEC 50 50
73489,Dioxyde de carbone solide
73490,Vaste kooldioxyde
73492,Phosphine
73493,DH-S
73494,EPODIL LV10 Diluent
73495,EPODIL LV5 Diluent
73496,TOMAMINE Q-D-T SURFACTANT
73512,ANCAMINE 2264 H?rter
73586,Hidrog¨¦nio
73588,H¨¦lio
73589,Azoto (Nitrog¨ºnio)
73591,Azoto (Nitrog¨ºnio) l¨ªquido refrigerado
73593,Prot¨®xido de azoto (nitrog¨ºnio) (Hemi¨®xido de azo to (nitrog¨ºnio))
73594,Prot¨®xido de azoto (nitrog¨ºnio) (Hemi¨®xido de azo to (nitrog¨ºnio))
73599,SYNTHETIC AIR
73601,Acetileno
73603,Argon (Arg?nio)
73604,Argon (Arg?nio) l¨ªquido refrigerado
73606,Di¨®xido de carbono
73607,Di¨®xido de carbono l¨ªquido refrigerado
73610,"FRESHLINE 10%CO2, 5%O2 IN N2"
73612,Ferrolinx
73613,OXYGEN
73614,Oxig¨¦nio (Oxig¨ºnio)
73615,Di¨®xido de carbono
73616,Prot¨®xido de azoto (nitrog¨ºnio) (Hemi¨®xido de azo to (nitrog¨ºnio))
73619,Oxig¨¦nio l¨ªquido refrigerado
73622,Oxig¨¦nio (Oxig¨ºnio)
73623,Oxig¨¦nio l¨ªquido refrigerado
73628,X¨¦non
73629,FRESHLINE 30%CO2 IN N2
73632,Alulinx
73633,NONIDET SF-3 surfactante
73634,TOMAMINE DA-16 30% ACETATE surfactante
73635,TOMAMINE PA-14 30% ACETATE surfactante
73636,TOMAMINE PA-14F 30% ACETATE surfactante
73638,ANCAMINE 2458 Agente de Cura
73639,ANCAMIDE 2353 Agente de Cura
73640,ANCAMINE 2167 Agente de Cura
73641,ANCAMINE 2014AS Agente de Cura
73642,ANCAMINE 1769 Agente de Cura
73643,ANCAMINE 1693 Agente de Cura
73644,AMICURE 101 Agente de Cura
73645,DABCO TMR-30 Catalisador
73646,ANCAMINE K54 Agente de Cura
73647,AMICURE CG-1200G Agente de Cura
73648,AMICURE CG-1200 Agente de Cura
73649,ANCAMINE 2519 endurecedor
73650,ANCAMINE 2486 Agente de Cura
73657,NOURYBOND 276 Modificador
73659,ANCAMINE DETA Agente de Cura
73660,ANCAMIDE 805 CURING AGENT Agente de Cura
73661,ANCAMIDE 805 Agente de Cura
73662,ANCAMIDE 2634 Agente de Cura
73664,SURFYNOL 440 surfactante
73665,SURFYNOL 420 surfactante
73666,SURFYNOL 104PA surfactante
73667,SURFYNOL 104H surfactante
73668,SURFYNOL 104E surfactante
73669,SURFYNOL 104BC surfactante
73671,SURFYNOL 104 surfactante
73672,SURFYNOL DF-75 antiespumante
73676,SURFYNOL 465 surfactante
73677,ANCAMINE 2489 Agente de Cura
73678,ANCAMINE 2089M Agente de Cura
73679,ANCAMINE 1618 Agente de Cura
73680,ANCHOR 1040 Agente de Cura
73681,EPILINK 360 Agente de Cura
73685,SURFYNOL GA surfactante
73686,SURFYNOL DF-37 antiespumante
73688,SURFYNOL 61 surfactante
73691,POLYCAT 5 Catalisador
73699,DABCO DMDEE Catalisador
73701,POLYCAT 5A Catalisador
73702,DABCO 2033 Catalisador
73703,DABCO 33 LX Catalisador
73704,DYNOL 607 surfactante
73705,ANCAMINE 2441 Agente de Cura
73707,DABCO TL Catalisador
73711,POLYCAT 77A Catalisador
73712,POLYCAT 77 Catalisador
73716,DABCO MG2
73717,DABCO 1027 Catalisador
73725,DABCO DC5164 surfactante
73728,DABCO DC193 surfactante
73729,DABCO BDMA Catalisador
73732,DABCO BL-17 Catalisador
73733,DABCO BL-11 Catalisador
73735,DABCO 8800 Catalisador
73736,DABCO 8154 Catalisador
73757,ANCAMINE 2167 Agent de polym¨¦risation
73758,ANCAMINE 2385 Agent de polym¨¦risation
73759,SURFYNOL DF-66 DEFOAMER
73760,EPILINK 701 Curing Agent
73761,ANQUAMINE 701 Curing Agent
73812,ANCAMINE 1483 Agent de polym¨¦risation
73813,TOMADOL 1-3 SURFACTANT
73814,IMICURE AMI-1 Curing Agent
73860,Di¨®xido de enxofre
73861,Fl¨²or Mistura de gases especiais
73862,Airopak
73864,Mon¨®xido de carbono
73865,Cloreto de hidrog¨¦nio anidro
73877,ANCAMINE 2280 Agente de Cura
73879,EPODIL 742 Diluente
73880,EPODIL 748 Diluente
73881,ANCAMINE 2049 Agente de Cura
73882,ANCAMIDE 2443 Agente de Cura
73883,ANCAMIDE 261A Agente de Cura
73899,TOMADOL 25-20 SURFACTANT
73900,ADURA 100 POLYOL Resin
73920,Fluor M¨¦lange de gaz sp¨¦ciaux.
73956,DABCO LK? 221 surfactante
73957,POLYCAT 15 Catalisador
73959,DABCO DEM042 Catalisador
73960,DABCO T Catalisador
73961,DABCO TA Catalisador
73964,POLYCAT 58 Catalisador
73969,Oksigen (Disimpan di Lemari Pendingin)
73975,Trifluorure D'azote
73976,Nitrogen Trifluoride
73977,DABCO DC5982 SURFACTANT
73995,Fluor M¨¦lange de gaz sp¨¦ciaux.
74028,PACM-2M
74030,AMICURE PACM Agente de Cura
74031,ANQUAMINE 401 Agente de Cura
74032,TX-54
74033,ANCAMIDE 2733 Agente de Cura
74034,ANCAMIDE 2050 Agente de Cura
74036,DABCO BL-19 Catalisador
74038,DABCO DEM001 Catalisador
74040,DABCO DC2585 surfactante
74063,Stikstoftrifluoride
74087,Hexafluorure de tungst¨¨ne
74112,CUREZOL 2PZ Agente de Cura
74129,Sulphur dioxide
74136,Boron trichloride
74137,DABCO LK? 221E SURFACTANT
74138,DABCO NCM Catalyst
74141,CK910
74142,TOMADOL 910 SURFACTANT
74182,ANCAMIDE 351A Agente de Cura
74187,ANCAMINE 1608 Agente de Cura
74200,Phosphine
74201,SURFYNOL DF-75 Agent d¨¦moussant
74221,Halocarbon 422D
74222,Sodium Hydrogen Sulfite
74256,ANCAMIDE 221X70 Agente de Cura
74259,ANCAMIDE 2426 Agente de Cura
74264,SURFYNOL DF-58 antiespumante
74288,Tungsten hexafluoride
74292,POLYCAT 11 Catalyst
74293,ANCAMIDE 2697 Curing Agent
74352,DABCO NE200 BLOW Catalisador
74353,DABCO NE600 BALANCED Catalisador
74354,EPODIL 749 Diluente
74380,TOMADOL L124F SURFACTANT
74455,ANCAMIDE 2424 Agent de polym¨¦risation
74457,ANQUAMINE 731 Agent de polym¨¦risation
74458,TOMADOL 1-9 Surfactant
74459,ANCAREZ AR550 R¨¦sine ¨¦poxy
74461,ANQUAMINE 731 Curing Agent
74486,"FRESHLINE 40%CO2, 30%O2 IN N2"
74487,Phosphine
74519,Argon
74548,"Hexafluoro-1,3-Butadi¨¨ne"
74577,DABCO DC198 surfactante
74648,Fluorine Speciality Gas Mixture
74655,Airopak
74727,SURFYNOL PC Agent d¨¦moussant
74752,Halocarbon
74796,ANCAMINE 2605 Curative
74805,Propane
74806,Asetilena
74821,SURFYNOL DF-62 Agent d¨¦moussant
74822,Tungsten hexafluoride
74823,POLYCAT 15 Catalyst
74843,Halocarbon H424a
74906,Germane
74910,POLYCAT 101 Catalyst
74932,Halocarbon 417A H417A
74933,Halocarbon H434A
74966,SURFYNOL 485 surfactante
74997,TX-89
74998,ANCAMIDE 2396 Agent de polym¨¦risation
74999,DABCO TMR-30 Catalyseur
75000,ANCAMINE K54 Agent de polym¨¦risation
75001,EPILINK 360 Curing Agent
75002,ANCAMINE 2410 Curing Agent
75024,M?LANGE DIOXIDE DE CARBONE
75057,HYBRIDUR 570 Polymer Dispersion
75084,M?LANGE DIOXIDE DE CARBONE
75086,MEDISCH KOOLSTOFDIOXYDE
75175,Ammoniakwei?
75181,White Ammonia
75182,ACT? EZSTRIP 528H
75184,Ammoniac blanc
75187,Wit Ammoniak
75253,Halocarbon 422D
75279,ADDOCAT PV
75348,ADDOCAT PV
75349,Intelimer IPA 13-6 Pol¨ªmero
75370,ADDOCAT PV
75372,ADDOCAT PV
75375,POCL3
75379,SURFYNOL 104H Surfactant
75381,SURFYNOL DF-110D Agent d¨¦moussant
75382,EPODIL LV10 Diluant
75383,EPODIL LV5 Diluant
75385,SURFYNOL 465 Surfactant
75388,SURFYNOL 104DPM Surfactant
75389,ANCAMIDE 500 Agent de polym¨¦risation
75390,HYBRIDUR 580 Polymer Dispersion
75392,ANCAMINE 2432 Agent de polym¨¦risation
75393,ANQUAMINE 401 Agent de polym¨¦risation
75394,TX-54
75395,ANCAMINE BDMA durcisseur
75396,ANQUAWHITE 100 Agent de polym¨¦risation
75397,ANCAMINE 1704 Agent de polym¨¦risation
75398,ANCAMINE 1784 Agent de polym¨¦risation
75400,ANCAMINE 1608 Agent de polym¨¦risation
75401,ANCAMINE 1769 Agent de polym¨¦risation
75402,ANCAMIDE 2050 Agent de polym¨¦risation
75403,CUREZOL 2E4MZ Agent de polym¨¦risation
75404,EPODIL 742 Diluant
75405,EPODIL 748 Diluant
75406,EPODIL 749 Diluant
75408,TOMADOL 1-5 Surfactant
75412,TOMADOL 91-6 LS Surfactant
75413,TOMADOL 91-6 Surfactant
75414,TOMADOL 91-8 Surfactant
75416,EnviroGem? 360 Surfactant
75417,DABCO 33 LX Catalyseur
75418,NEODOL 25-12
75419,TOMADOL 25-12 Surfactant
75420,DABCO BLX11 Catalyseur polyur¨¦thane
75421,TOMADOL 400 Surfactant
75423,TOMAMINE PA-14 ACETATE Surfactant
75424,TOMAMINE Q-D-T HG Surfactant
75425,TOMAMINE Alkali Surfactant
75428,TOMADOL 900 Surfactant
75430,TOMAMINE? EMULSIFIER FOUR Surfactant
75431,TOMAMINE? EMULSIFIER FOUR HF Surfactant
75432,TOMAMINE Acid Foamer Surfactant
75433,TOMAMINE E-14-5 Surfactant
75434,DABCO DC5982 Surfactant
75435,DABCO DMEA Catalyseur
75436,DABCO DMEAA Catalyseur
75437,DABCO LK? 221 Surfactant
75438,DABCO NE210 BLOW Catalyseur
75444,DABCO B-16 Catalyseur
75445,DABCO BL-19 Catalyseur
75446,DABCO DEM001 Catalyseur
75447,DABCO BLV Catalyseur
75450,DABCO BDMA Catalyseur
75451,DABCO DC193 Surfactant
75452,DABCO DEM042 Catalyseur
75453,DABCO T Catalyseur
75454,DABCO TA Catalyseur
75456,ADDOCAT PV
75457,POLYCAT 5 Catalyseur
75458,POLYCAT 5A Catalyseur
75459,POLYCAT 77 Catalyseur
75460,POLYCAT 77A Catalyseur
75461,DABCO R-8020 Catalyseur
75462,DABCO 25-S Catalyseur
75463,ANQUAWHITE 100 Curing Agent
75465,ADDOCAT PV
75607,LK-Verd¨¹nner E Diluent
75622,Phosphine
75623,Airopak
75624,Fluor M¨¦lange de gaz sp¨¦ciaux.
75627,TOMAMINE Q-17-2 Surfactant
75628,TOMADOL 910 Surfactant
75629,CK910
75631,SURFYNOL 104PG50 Surfactant
75633,SURFYNOL 104PA Surfactant
75634,SURFYNOL 440 Surfactant
75637,VERSALINK MCDEA-G Agent de polym¨¦risation
75638,POLYCAT 40 Catalyseur
75642,ANCAMIDE 220IPA73 Agent de polym¨¦risation
75643,ANCAMIDE 220 Agent de polym¨¦risation
75645,ANCAMIDE 220IPA73 Curing Agent
75669,ANCATHERM 554 Thermoplastisches Polyamid
75670,ANCATHERM 553 Thermoplastisches Polyamid
75671,ANCATHERM 502 Thermoplastisches Polyamid
75672,ANCATHERM 501 Thermoplastisches Polyamid
75678,ANCAREZ 4113 Resin
75684,ANCATHERM 606 Thermoplastisches Polyamid
75687,ANCATHERM 592 Thermoplastisches Polyamid
75692,NOURYBOND 356 Modifikator
75693,NOURYBOND 323 Modifikator
75694,ANCATHERM 616 Thermoplastisches Polyamid
75695,ANCAMINE 3137 H?rter
75699,ANCAMIDE 3623 H?rter
75700,ANCAMIDE 3211 H?rter
75701,ANCAMIDE 3202 H?rter
75702,ANCAMIDE 3201 H?rter
75703,ANCAMIDE 3200 H?rter
75705,ANCAMIDE 3015 H?rter
75713,ANCAMIDE 3034 H?rter
75714,ANCAMIDE 3033 H?rter
75715,ANCAMIDE 3031 H?rter
75716,ANCAMIDE 3030 H?rter
75719,ANCAREZ 4305 Resin
75721,ANCAREZ 4010 Resin
75725,ANQUAMINE 266 H?rter
75735,PROTEC 2
75736,ARGAZ
75800,ANCAMINE T-1 Agente de Cura
